date,location,location_name,value
2021-03-27,GM,Germany,75780
2021-03-27,GM01,Baden-Württemberg State,8622
2021-03-27,GM02,Free State of Bavaria,13132
2021-03-27,GM03,Free Hanseatic City of Bremen,401
2021-03-27,GM04,Free Hanseatic City of Hamburg,1372
2021-03-27,GM05,Hesse State,6270
2021-03-27,GM06,Lower Saxony State,4805
2021-03-27,GM07,North Rhine-Westphalia State,14099
2021-03-27,GM08,Rhineland-Palatinate State,3302
2021-03-27,GM09,Saarland State,924
2021-03-27,GM10,Schleswig-Holstein State,1425
2021-03-27,GM11,Brandenburg State,3272
2021-03-27,GM12,Mecklenburg-Western Pomerania State,843
2021-03-27,GM13,Free State of Saxony,8323
2021-03-27,GM14,Sachsen-Anhalt State,2681
2021-03-27,GM15,Free State of Thuringia,3280
2021-03-27,GM16,Berlin State,3029
