date,location,location_name,value
2022-07-13,GM,Germany,142139
2022-07-13,GM01,Baden-Württemberg State,16428
2022-07-13,GM02,Free State of Bavaria,24599
2022-07-13,GM03,Free Hanseatic City of Bremen,801
2022-07-13,GM04,Free Hanseatic City of Hamburg,2752
2022-07-13,GM05,Hesse State,10492
2022-07-13,GM06,Lower Saxony State,9790
2022-07-13,GM07,North Rhine-Westphalia State,25939
2022-07-13,GM08,Rhineland-Palatinate State,5819
2022-07-13,GM09,Saarland State,1737
2022-07-13,GM10,Schleswig-Holstein State,2649
2022-07-13,GM11,Brandenburg State,5733
2022-07-13,GM12,Mecklenburg-Western Pomerania State,2279
2022-07-13,GM13,Free State of Saxony,15633
2022-07-13,GM14,Sachsen-Anhalt State,5429
2022-07-13,GM15,Free State of Thuringia,7388
2022-07-13,GM16,Berlin State,4671
