date,location,location_name,value
2021-06-26,GM,Germany,90746
2021-06-26,GM01,Baden-Württemberg State,10221
2021-06-26,GM02,Free State of Bavaria,15240
2021-06-26,GM03,Free Hanseatic City of Bremen,483
2021-06-26,GM04,Free Hanseatic City of Hamburg,1589
2021-06-26,GM05,Hesse State,7503
2021-06-26,GM06,Lower Saxony State,5757
2021-06-26,GM07,North Rhine-Westphalia State,17112
2021-06-26,GM08,Rhineland-Palatinate State,3881
2021-06-26,GM09,Saarland State,1019
2021-06-26,GM10,Schleswig-Holstein State,1620
2021-06-26,GM11,Brandenburg State,3794
2021-06-26,GM12,Mecklenburg-Western Pomerania State,1152
2021-06-26,GM13,Free State of Saxony,10067
2021-06-26,GM14,Sachsen-Anhalt State,3425
2021-06-26,GM15,Free State of Thuringia,4327
2021-06-26,GM16,Berlin State,3556
