date,location,location_name,value
2021-05-17,GM,Germany,86160
2021-05-17,GM01,Baden-Württemberg State,9703
2021-05-17,GM02,Free State of Bavaria,14596
2021-05-17,GM03,Free Hanseatic City of Bremen,468
2021-05-17,GM04,Free Hanseatic City of Hamburg,1533
2021-05-17,GM05,Hesse State,7135
2021-05-17,GM06,Lower Saxony State,5474
2021-05-17,GM07,North Rhine-Westphalia State,16252
2021-05-17,GM08,Rhineland-Palatinate State,3646
2021-05-17,GM09,Saarland State,978
2021-05-17,GM10,Schleswig-Holstein State,1565
2021-05-17,GM11,Brandenburg State,3673
2021-05-17,GM12,Mecklenburg-Western Pomerania State,1079
2021-05-17,GM13,Free State of Saxony,9380
2021-05-17,GM14,Sachsen-Anhalt State,3221
2021-05-17,GM15,Free State of Thuringia,4058
2021-05-17,GM16,Berlin State,3399
