date,location,location_name,value
2021-04-17,GM,Germany,79847
2021-04-17,GM01,Baden-Württemberg State,9047
2021-04-17,GM02,Free State of Bavaria,13715
2021-04-17,GM03,Free Hanseatic City of Bremen,435
2021-04-17,GM04,Free Hanseatic City of Hamburg,1429
2021-04-17,GM05,Hesse State,6596
2021-04-17,GM06,Lower Saxony State,5119
2021-04-17,GM07,North Rhine-Westphalia State,14854
2021-04-17,GM08,Rhineland-Palatinate State,3447
2021-04-17,GM09,Saarland State,942
2021-04-17,GM10,Schleswig-Holstein State,1474
2021-04-17,GM11,Brandenburg State,3443
2021-04-17,GM12,Mecklenburg-Western Pomerania State,926
2021-04-17,GM13,Free State of Saxony,8724
2021-04-17,GM14,Sachsen-Anhalt State,2909
2021-04-17,GM15,Free State of Thuringia,3641
2021-04-17,GM16,Berlin State,3146
