date,location,location_name,value
2021-10-25,GM,Germany,95117
2021-10-25,GM01,Baden-Württemberg State,10891
2021-10-25,GM02,Free State of Bavaria,15957
2021-10-25,GM03,Free Hanseatic City of Bremen,527
2021-10-25,GM04,Free Hanseatic City of Hamburg,1793
2021-10-25,GM05,Hesse State,7824
2021-10-25,GM06,Lower Saxony State,6061
2021-10-25,GM07,North Rhine-Westphalia State,18114
2021-10-25,GM08,Rhineland-Palatinate State,4061
2021-10-25,GM09,Saarland State,1063
2021-10-25,GM10,Schleswig-Holstein State,1712
2021-10-25,GM11,Brandenburg State,3897
2021-10-25,GM12,Mecklenburg-Western Pomerania State,1224
2021-10-25,GM13,Free State of Saxony,10284
2021-10-25,GM14,Sachsen-Anhalt State,3570
2021-10-25,GM15,Free State of Thuringia,4462
2021-10-25,GM16,Berlin State,3677
