date,location,location_name,value
2021-10-20,GM,Germany,94808
2021-10-20,GM01,Baden-Württemberg State,10855
2021-10-20,GM02,Free State of Bavaria,15911
2021-10-20,GM03,Free Hanseatic City of Bremen,523
2021-10-20,GM04,Free Hanseatic City of Hamburg,1763
2021-10-20,GM05,Hesse State,7808
2021-10-20,GM06,Lower Saxony State,6041
2021-10-20,GM07,North Rhine-Westphalia State,18054
2021-10-20,GM08,Rhineland-Palatinate State,4052
2021-10-20,GM09,Saarland State,1060
2021-10-20,GM10,Schleswig-Holstein State,1707
2021-10-20,GM11,Brandenburg State,3873
2021-10-20,GM12,Mecklenburg-Western Pomerania State,1219
2021-10-20,GM13,Free State of Saxony,10262
2021-10-20,GM14,Sachsen-Anhalt State,3564
2021-10-20,GM15,Free State of Thuringia,4449
2021-10-20,GM16,Berlin State,3667
