date,location,location_name,value
2022-05-19,GM,Germany,138053
2022-05-19,GM01,Baden-Württemberg State,15997
2022-05-19,GM02,Free State of Bavaria,23921
2022-05-19,GM03,Free Hanseatic City of Bremen,772
2022-05-19,GM04,Free Hanseatic City of Hamburg,2632
2022-05-19,GM05,Hesse State,10066
2022-05-19,GM06,Lower Saxony State,9176
2022-05-19,GM07,North Rhine-Westphalia State,25214
2022-05-19,GM08,Rhineland-Palatinate State,5631
2022-05-19,GM09,Saarland State,1669
2022-05-19,GM10,Schleswig-Holstein State,2513
2022-05-19,GM11,Brandenburg State,5635
2022-05-19,GM12,Mecklenburg-Western Pomerania State,2211
2022-05-19,GM13,Free State of Saxony,15474
2022-05-19,GM14,Sachsen-Anhalt State,5322
2022-05-19,GM15,Free State of Thuringia,7246
2022-05-19,GM16,Berlin State,4574
