date,location,location_name,value
2022-07-28,GM,Germany,143702
2022-07-28,GM01,Baden-Württemberg State,16565
2022-07-28,GM02,Free State of Bavaria,24857
2022-07-28,GM03,Free Hanseatic City of Bremen,808
2022-07-28,GM04,Free Hanseatic City of Hamburg,2815
2022-07-28,GM05,Hesse State,10595
2022-07-28,GM06,Lower Saxony State,9966
2022-07-28,GM07,North Rhine-Westphalia State,26315
2022-07-28,GM08,Rhineland-Palatinate State,5906
2022-07-28,GM09,Saarland State,1766
2022-07-28,GM10,Schleswig-Holstein State,2716
2022-07-28,GM11,Brandenburg State,5766
2022-07-28,GM12,Mecklenburg-Western Pomerania State,2328
2022-07-28,GM13,Free State of Saxony,15685
2022-07-28,GM14,Sachsen-Anhalt State,5474
2022-07-28,GM15,Free State of Thuringia,7436
2022-07-28,GM16,Berlin State,4704
