date,location,location_name,value
2022-03-04,GM,Germany,123796
2022-03-04,GM01,Baden-Württemberg State,14373
2022-03-04,GM02,Free State of Bavaria,21519
2022-03-04,GM03,Free Hanseatic City of Bremen,687
2022-03-04,GM04,Free Hanseatic City of Hamburg,2312
2022-03-04,GM05,Hesse State,9256
2022-03-04,GM06,Lower Saxony State,7546
2022-03-04,GM07,North Rhine-Westphalia State,22472
2022-03-04,GM08,Rhineland-Palatinate State,5039
2022-03-04,GM09,Saarland State,1410
2022-03-04,GM10,Schleswig-Holstein State,2136
2022-03-04,GM11,Brandenburg State,5212
2022-03-04,GM12,Mecklenburg-Western Pomerania State,1785
2022-03-04,GM13,Free State of Saxony,14367
2022-03-04,GM14,Sachsen-Anhalt State,4780
2022-03-04,GM15,Free State of Thuringia,6629
2022-03-04,GM16,Berlin State,4273
