date,location,location_name,value
2022-11-25,GM,Germany,157388
2022-11-25,GM01,Baden-Württemberg State,18171
2022-11-25,GM02,Free State of Bavaria,27046
2022-11-25,GM03,Free Hanseatic City of Bremen,881
2022-11-25,GM04,Free Hanseatic City of Hamburg,3237
2022-11-25,GM05,Hesse State,11634
2022-11-25,GM06,Lower Saxony State,11729
2022-11-25,GM07,North Rhine-Westphalia State,28900
2022-11-25,GM08,Rhineland-Palatinate State,6532
2022-11-25,GM09,Saarland State,1961
2022-11-25,GM10,Schleswig-Holstein State,3135
2022-11-25,GM11,Brandenburg State,6163
2022-11-25,GM12,Mecklenburg-Western Pomerania State,2579
2022-11-25,GM13,Free State of Saxony,16360
2022-11-25,GM14,Sachsen-Anhalt State,6026
2022-11-25,GM15,Free State of Thuringia,7911
2022-11-25,GM16,Berlin State,5123
