date,location,location_name,value
2022-08-05,GM,Germany,144717
2022-08-05,GM01,Baden-Württemberg State,16680
2022-08-05,GM02,Free State of Bavaria,25003
2022-08-05,GM03,Free Hanseatic City of Bremen,814
2022-08-05,GM04,Free Hanseatic City of Hamburg,2852
2022-08-05,GM05,Hesse State,10700
2022-08-05,GM06,Lower Saxony State,10100
2022-08-05,GM07,North Rhine-Westphalia State,26517
2022-08-05,GM08,Rhineland-Palatinate State,5946
2022-08-05,GM09,Saarland State,1780
2022-08-05,GM10,Schleswig-Holstein State,2745
2022-08-05,GM11,Brandenburg State,5796
2022-08-05,GM12,Mecklenburg-Western Pomerania State,2344
2022-08-05,GM13,Free State of Saxony,15726
2022-08-05,GM14,Sachsen-Anhalt State,5528
2022-08-05,GM15,Free State of Thuringia,7464
2022-08-05,GM16,Berlin State,4722
