date,location,location_name,value
2022-08-02,GM,Germany,144150
2022-08-02,GM01,Baden-Württemberg State,16628
2022-08-02,GM02,Free State of Bavaria,24925
2022-08-02,GM03,Free Hanseatic City of Bremen,813
2022-08-02,GM04,Free Hanseatic City of Hamburg,2836
2022-08-02,GM05,Hesse State,10637
2022-08-02,GM06,Lower Saxony State,10022
2022-08-02,GM07,North Rhine-Westphalia State,26402
2022-08-02,GM08,Rhineland-Palatinate State,5924
2022-08-02,GM09,Saarland State,1770
2022-08-02,GM10,Schleswig-Holstein State,2734
2022-08-02,GM11,Brandenburg State,5775
2022-08-02,GM12,Mecklenburg-Western Pomerania State,2333
2022-08-02,GM13,Free State of Saxony,15701
2022-08-02,GM14,Sachsen-Anhalt State,5486
2022-08-02,GM15,Free State of Thuringia,7449
2022-08-02,GM16,Berlin State,4715
