date,location,location_name,value
2022-08-18,GM,Germany,146214
2022-08-18,GM01,Baden-Württemberg State,16830
2022-08-18,GM02,Free State of Bavaria,25258
2022-08-18,GM03,Free Hanseatic City of Bremen,821
2022-08-18,GM04,Free Hanseatic City of Hamburg,2910
2022-08-18,GM05,Hesse State,10805
2022-08-18,GM06,Lower Saxony State,10312
2022-08-18,GM07,North Rhine-Westphalia State,26784
2022-08-18,GM08,Rhineland-Palatinate State,6023
2022-08-18,GM09,Saarland State,1797
2022-08-18,GM10,Schleswig-Holstein State,2787
2022-08-18,GM11,Brandenburg State,5830
2022-08-18,GM12,Mecklenburg-Western Pomerania State,2376
2022-08-18,GM13,Free State of Saxony,15819
2022-08-18,GM14,Sachsen-Anhalt State,5608
2022-08-18,GM15,Free State of Thuringia,7519
2022-08-18,GM16,Berlin State,4735
