date,location,location_name,value
2021-09-03,GM,Germany,92301
2021-09-03,GM01,Baden-Württemberg State,10492
2021-09-03,GM02,Free State of Bavaria,15428
2021-09-03,GM03,Free Hanseatic City of Bremen,498
2021-09-03,GM04,Free Hanseatic City of Hamburg,1646
2021-09-03,GM05,Hesse State,7638
2021-09-03,GM06,Lower Saxony State,5859
2021-09-03,GM07,North Rhine-Westphalia State,17452
2021-09-03,GM08,Rhineland-Palatinate State,3931
2021-09-03,GM09,Saarland State,1035
2021-09-03,GM10,Schleswig-Holstein State,1655
2021-09-03,GM11,Brandenburg State,3825
2021-09-03,GM12,Mecklenburg-Western Pomerania State,1192
2021-09-03,GM13,Free State of Saxony,10167
2021-09-03,GM14,Sachsen-Anhalt State,3492
2021-09-03,GM15,Free State of Thuringia,4396
2021-09-03,GM16,Berlin State,3595
