date,location,location_name,value
2021-11-23,GM,Germany,99433
2021-11-23,GM01,Baden-Württemberg State,11507
2021-11-23,GM02,Free State of Bavaria,17048
2021-11-23,GM03,Free Hanseatic City of Bremen,543
2021-11-23,GM04,Free Hanseatic City of Hamburg,1869
2021-11-23,GM05,Hesse State,8058
2021-11-23,GM06,Lower Saxony State,6261
2021-11-23,GM07,North Rhine-Westphalia State,18724
2021-11-23,GM08,Rhineland-Palatinate State,4220
2021-11-23,GM09,Saarland State,1098
2021-11-23,GM10,Schleswig-Holstein State,1775
2021-11-23,GM11,Brandenburg State,4041
2021-11-23,GM12,Mecklenburg-Western Pomerania State,1298
2021-11-23,GM13,Free State of Saxony,10677
2021-11-23,GM14,Sachsen-Anhalt State,3705
2021-11-23,GM15,Free State of Thuringia,4825
2021-11-23,GM16,Berlin State,3784
