date,location,location_name,value
2021-12-20,GM,Germany,108352
2021-12-20,GM01,Baden-Württemberg State,12571
2021-12-20,GM02,Free State of Bavaria,19033
2021-12-20,GM03,Free Hanseatic City of Bremen,575
2021-12-20,GM04,Free Hanseatic City of Hamburg,1953
2021-12-20,GM05,Hesse State,8411
2021-12-20,GM06,Lower Saxony State,6685
2021-12-20,GM07,North Rhine-Westphalia State,19829
2021-12-20,GM08,Rhineland-Palatinate State,4488
2021-12-20,GM09,Saarland State,1198
2021-12-20,GM10,Schleswig-Holstein State,1856
2021-12-20,GM11,Brandenburg State,4462
2021-12-20,GM12,Mecklenburg-Western Pomerania State,1423
2021-12-20,GM13,Free State of Saxony,12253
2021-12-20,GM14,Sachsen-Anhalt State,4087
2021-12-20,GM15,Free State of Thuringia,5564
2021-12-20,GM16,Berlin State,3964
