date,location,location_name,value
2021-06-27,GM,Germany,90754
2021-06-27,GM01,Baden-Württemberg State,10222
2021-06-27,GM02,Free State of Bavaria,15241
2021-06-27,GM03,Free Hanseatic City of Bremen,483
2021-06-27,GM04,Free Hanseatic City of Hamburg,1590
2021-06-27,GM05,Hesse State,7504
2021-06-27,GM06,Lower Saxony State,5757
2021-06-27,GM07,North Rhine-Westphalia State,17113
2021-06-27,GM08,Rhineland-Palatinate State,3882
2021-06-27,GM09,Saarland State,1019
2021-06-27,GM10,Schleswig-Holstein State,1620
2021-06-27,GM11,Brandenburg State,3794
2021-06-27,GM12,Mecklenburg-Western Pomerania State,1152
2021-06-27,GM13,Free State of Saxony,10068
2021-06-27,GM14,Sachsen-Anhalt State,3425
2021-06-27,GM15,Free State of Thuringia,4328
2021-06-27,GM16,Berlin State,3556
