date,location,location_name,value
2022-03-10,GM,Germany,125023
2022-03-10,GM01,Baden-Württemberg State,14562
2022-03-10,GM02,Free State of Bavaria,21758
2022-03-10,GM03,Free Hanseatic City of Bremen,693
2022-03-10,GM04,Free Hanseatic City of Hamburg,2336
2022-03-10,GM05,Hesse State,9337
2022-03-10,GM06,Lower Saxony State,7656
2022-03-10,GM07,North Rhine-Westphalia State,22706
2022-03-10,GM08,Rhineland-Palatinate State,5082
2022-03-10,GM09,Saarland State,1431
2022-03-10,GM10,Schleswig-Holstein State,2177
2022-03-10,GM11,Brandenburg State,5276
2022-03-10,GM12,Mecklenburg-Western Pomerania State,1836
2022-03-10,GM13,Free State of Saxony,14401
2022-03-10,GM14,Sachsen-Anhalt State,4815
2022-03-10,GM15,Free State of Thuringia,6669
2022-03-10,GM16,Berlin State,4288
