date,location,location_name,value
2022-04-02,GM,Germany,129987
2022-04-02,GM01,Baden-Württemberg State,15141
2022-04-02,GM02,Free State of Bavaria,22637
2022-04-02,GM03,Free Hanseatic City of Bremen,716
2022-04-02,GM04,Free Hanseatic City of Hamburg,2392
2022-04-02,GM05,Hesse State,9633
2022-04-02,GM06,Lower Saxony State,8122
2022-04-02,GM07,North Rhine-Westphalia State,23755
2022-04-02,GM08,Rhineland-Palatinate State,5277
2022-04-02,GM09,Saarland State,1540
2022-04-02,GM10,Schleswig-Holstein State,2307
2022-04-02,GM11,Brandenburg State,5432
2022-04-02,GM12,Mecklenburg-Western Pomerania State,2016
2022-04-02,GM13,Free State of Saxony,14761
2022-04-02,GM14,Sachsen-Anhalt State,5024
2022-04-02,GM15,Free State of Thuringia,6848
2022-04-02,GM16,Berlin State,4386
