date,location,location_name,value
2022-05-13,GM,Germany,137348
2022-05-13,GM01,Baden-Württemberg State,15950
2022-05-13,GM02,Free State of Bavaria,23828
2022-05-13,GM03,Free Hanseatic City of Bremen,766
2022-05-13,GM04,Free Hanseatic City of Hamburg,2613
2022-05-13,GM05,Hesse State,10038
2022-05-13,GM06,Lower Saxony State,9040
2022-05-13,GM07,North Rhine-Westphalia State,25089
2022-05-13,GM08,Rhineland-Palatinate State,5585
2022-05-13,GM09,Saarland State,1661
2022-05-13,GM10,Schleswig-Holstein State,2484
2022-05-13,GM11,Brandenburg State,5621
2022-05-13,GM12,Mecklenburg-Western Pomerania State,2197
2022-05-13,GM13,Free State of Saxony,15437
2022-05-13,GM14,Sachsen-Anhalt State,5297
2022-05-13,GM15,Free State of Thuringia,7198
2022-05-13,GM16,Berlin State,4544
