date,location,location_name,value
2021-12-03,GM,Germany,102568
2021-12-03,GM01,Baden-Württemberg State,11883
2021-12-03,GM02,Free State of Bavaria,17817
2021-12-03,GM03,Free Hanseatic City of Bremen,554
2021-12-03,GM04,Free Hanseatic City of Hamburg,1898
2021-12-03,GM05,Hesse State,8201
2021-12-03,GM06,Lower Saxony State,6412
2021-12-03,GM07,North Rhine-Westphalia State,19134
2021-12-03,GM08,Rhineland-Palatinate State,4302
2021-12-03,GM09,Saarland State,1124
2021-12-03,GM10,Schleswig-Holstein State,1805
2021-12-03,GM11,Brandenburg State,4183
2021-12-03,GM12,Mecklenburg-Western Pomerania State,1341
2021-12-03,GM13,Free State of Saxony,11147
2021-12-03,GM14,Sachsen-Anhalt State,3831
2021-12-03,GM15,Free State of Thuringia,5087
2021-12-03,GM16,Berlin State,3849
