date,location,location_name,value
2022-09-18,GM,Germany,148933
2022-09-18,GM01,Baden-Württemberg State,17199
2022-09-18,GM02,Free State of Bavaria,25666
2022-09-18,GM03,Free Hanseatic City of Bremen,831
2022-09-18,GM04,Free Hanseatic City of Hamburg,3018
2022-09-18,GM05,Hesse State,11028
2022-09-18,GM06,Lower Saxony State,10697
2022-09-18,GM07,North Rhine-Westphalia State,27266
2022-09-18,GM08,Rhineland-Palatinate State,6130
2022-09-18,GM09,Saarland State,1841
2022-09-18,GM10,Schleswig-Holstein State,2858
2022-09-18,GM11,Brandenburg State,5889
2022-09-18,GM12,Mecklenburg-Western Pomerania State,2441
2022-09-18,GM13,Free State of Saxony,15978
2022-09-18,GM14,Sachsen-Anhalt State,5692
2022-09-18,GM15,Free State of Thuringia,7604
2022-09-18,GM16,Berlin State,4795
