date,location,location_name,value
2021-12-15,GM,Germany,106680
2021-12-15,GM01,Baden-Württemberg State,12400
2021-12-15,GM02,Free State of Bavaria,18771
2021-12-15,GM03,Free Hanseatic City of Bremen,572
2021-12-15,GM04,Free Hanseatic City of Hamburg,1929
2021-12-15,GM05,Hesse State,8363
2021-12-15,GM06,Lower Saxony State,6616
2021-12-15,GM07,North Rhine-Westphalia State,19638
2021-12-15,GM08,Rhineland-Palatinate State,4434
2021-12-15,GM09,Saarland State,1173
2021-12-15,GM10,Schleswig-Holstein State,1844
2021-12-15,GM11,Brandenburg State,4386
2021-12-15,GM12,Mecklenburg-Western Pomerania State,1400
2021-12-15,GM13,Free State of Saxony,11797
2021-12-15,GM14,Sachsen-Anhalt State,3997
2021-12-15,GM15,Free State of Thuringia,5428
2021-12-15,GM16,Berlin State,3932
