date,location,location_name,value
2021-12-22,GM,Germany,109324
2021-12-22,GM01,Baden-Württemberg State,12677
2021-12-22,GM02,Free State of Bavaria,19220
2021-12-22,GM03,Free Hanseatic City of Bremen,580
2021-12-22,GM04,Free Hanseatic City of Hamburg,1956
2021-12-22,GM05,Hesse State,8458
2021-12-22,GM06,Lower Saxony State,6722
2021-12-22,GM07,North Rhine-Westphalia State,19965
2021-12-22,GM08,Rhineland-Palatinate State,4528
2021-12-22,GM09,Saarland State,1214
2021-12-22,GM10,Schleswig-Holstein State,1862
2021-12-22,GM11,Brandenburg State,4527
2021-12-22,GM12,Mecklenburg-Western Pomerania State,1436
2021-12-22,GM13,Free State of Saxony,12408
2021-12-22,GM14,Sachsen-Anhalt State,4138
2021-12-22,GM15,Free State of Thuringia,5657
2021-12-22,GM16,Berlin State,3976
