date,location,location_name,value
2022-03-15,GM,Germany,125873
2022-03-15,GM01,Baden-Württemberg State,14672
2022-03-15,GM02,Free State of Bavaria,21921
2022-03-15,GM03,Free Hanseatic City of Bremen,694
2022-03-15,GM04,Free Hanseatic City of Hamburg,2341
2022-03-15,GM05,Hesse State,9406
2022-03-15,GM06,Lower Saxony State,7715
2022-03-15,GM07,North Rhine-Westphalia State,22880
2022-03-15,GM08,Rhineland-Palatinate State,5110
2022-03-15,GM09,Saarland State,1440
2022-03-15,GM10,Schleswig-Holstein State,2199
2022-03-15,GM11,Brandenburg State,5309
2022-03-15,GM12,Mecklenburg-Western Pomerania State,1866
2022-03-15,GM13,Free State of Saxony,14453
2022-03-15,GM14,Sachsen-Anhalt State,4867
2022-03-15,GM15,Free State of Thuringia,6695
2022-03-15,GM16,Berlin State,4305
