date,location,location_name,value
2022-09-12,GM,Germany,148299
2022-09-12,GM01,Baden-Württemberg State,17048
2022-09-12,GM02,Free State of Bavaria,25556
2022-09-12,GM03,Free Hanseatic City of Bremen,828
2022-09-12,GM04,Free Hanseatic City of Hamburg,3008
2022-09-12,GM05,Hesse State,10979
2022-09-12,GM06,Lower Saxony State,10607
2022-09-12,GM07,North Rhine-Westphalia State,27189
2022-09-12,GM08,Rhineland-Palatinate State,6105
2022-09-12,GM09,Saarland State,1835
2022-09-12,GM10,Schleswig-Holstein State,2849
2022-09-12,GM11,Brandenburg State,5874
2022-09-12,GM12,Mecklenburg-Western Pomerania State,2429
2022-09-12,GM13,Free State of Saxony,15948
2022-09-12,GM14,Sachsen-Anhalt State,5681
2022-09-12,GM15,Free State of Thuringia,7587
2022-09-12,GM16,Berlin State,4776
