date,location,location_name,value
2022-08-19,GM,Germany,146383
2022-08-19,GM01,Baden-Württemberg State,16841
2022-08-19,GM02,Free State of Bavaria,25284
2022-08-19,GM03,Free Hanseatic City of Bremen,822
2022-08-19,GM04,Free Hanseatic City of Hamburg,2918
2022-08-19,GM05,Hesse State,10823
2022-08-19,GM06,Lower Saxony State,10327
2022-08-19,GM07,North Rhine-Westphalia State,26824
2022-08-19,GM08,Rhineland-Palatinate State,6024
2022-08-19,GM09,Saarland State,1804
2022-08-19,GM10,Schleswig-Holstein State,2790
2022-08-19,GM11,Brandenburg State,5839
2022-08-19,GM12,Mecklenburg-Western Pomerania State,2382
2022-08-19,GM13,Free State of Saxony,15826
2022-08-19,GM14,Sachsen-Anhalt State,5614
2022-08-19,GM15,Free State of Thuringia,7526
2022-08-19,GM16,Berlin State,4739
