date,location,location_name,value
2022-01-03,GM,Germany,112223
2022-01-03,GM01,Baden-Württemberg State,13040
2022-01-03,GM02,Free State of Bavaria,19714
2022-01-03,GM03,Free Hanseatic City of Bremen,602
2022-01-03,GM04,Free Hanseatic City of Hamburg,1997
2022-01-03,GM05,Hesse State,8567
2022-01-03,GM06,Lower Saxony State,6828
2022-01-03,GM07,North Rhine-Westphalia State,20354
2022-01-03,GM08,Rhineland-Palatinate State,4638
2022-01-03,GM09,Saarland State,1250
2022-01-03,GM10,Schleswig-Holstein State,1886
2022-01-03,GM11,Brandenburg State,4688
2022-01-03,GM12,Mecklenburg-Western Pomerania State,1479
2022-01-03,GM13,Free State of Saxony,12989
2022-01-03,GM14,Sachsen-Anhalt State,4278
2022-01-03,GM15,Free State of Thuringia,5897
2022-01-03,GM16,Berlin State,4016
