date,location,location_name,value
2022-01-02,GM,Germany,112155
2022-01-02,GM01,Baden-Württemberg State,13020
2022-01-02,GM02,Free State of Bavaria,19703
2022-01-02,GM03,Free Hanseatic City of Bremen,600
2022-01-02,GM04,Free Hanseatic City of Hamburg,1995
2022-01-02,GM05,Hesse State,8566
2022-01-02,GM06,Lower Saxony State,6826
2022-01-02,GM07,North Rhine-Westphalia State,20348
2022-01-02,GM08,Rhineland-Palatinate State,4638
2022-01-02,GM09,Saarland State,1248
2022-01-02,GM10,Schleswig-Holstein State,1886
2022-01-02,GM11,Brandenburg State,4687
2022-01-02,GM12,Mecklenburg-Western Pomerania State,1477
2022-01-02,GM13,Free State of Saxony,12983
2022-01-02,GM14,Sachsen-Anhalt State,4275
2022-01-02,GM15,Free State of Thuringia,5887
2022-01-02,GM16,Berlin State,4016
