date,location,location_name,value
2022-04-29,GM,Germany,135292
2022-04-29,GM01,Baden-Württemberg State,15747
2022-04-29,GM02,Free State of Bavaria,23526
2022-04-29,GM03,Free Hanseatic City of Bremen,749
2022-04-29,GM04,Free Hanseatic City of Hamburg,2524
2022-04-29,GM05,Hesse State,9915
2022-04-29,GM06,Lower Saxony State,8724
2022-04-29,GM07,North Rhine-Westphalia State,24709
2022-04-29,GM08,Rhineland-Palatinate State,5508
2022-04-29,GM09,Saarland State,1635
2022-04-29,GM10,Schleswig-Holstein State,2441
2022-04-29,GM11,Brandenburg State,5556
2022-04-29,GM12,Mecklenburg-Western Pomerania State,2155
2022-04-29,GM13,Free State of Saxony,15272
2022-04-29,GM14,Sachsen-Anhalt State,5248
2022-04-29,GM15,Free State of Thuringia,7103
2022-04-29,GM16,Berlin State,4480
