date,location,location_name,value
2021-11-17,GM,Germany,98274
2021-11-17,GM01,Baden-Württemberg State,11342
2021-11-17,GM02,Free State of Bavaria,16725
2021-11-17,GM03,Free Hanseatic City of Bremen,537
2021-11-17,GM04,Free Hanseatic City of Hamburg,1854
2021-11-17,GM05,Hesse State,7991
2021-11-17,GM06,Lower Saxony State,6205
2021-11-17,GM07,North Rhine-Westphalia State,18577
2021-11-17,GM08,Rhineland-Palatinate State,4194
2021-11-17,GM09,Saarland State,1088
2021-11-17,GM10,Schleswig-Holstein State,1758
2021-11-17,GM11,Brandenburg State,3998
2021-11-17,GM12,Mecklenburg-Western Pomerania State,1284
2021-11-17,GM13,Free State of Saxony,10578
2021-11-17,GM14,Sachsen-Anhalt State,3659
2021-11-17,GM15,Free State of Thuringia,4717
2021-11-17,GM16,Berlin State,3767
