date,location,location_name,value
2021-05-02,GM,Germany,83192
2021-05-02,GM01,Baden-Württemberg State,9377
2021-05-02,GM02,Free State of Bavaria,14192
2021-05-02,GM03,Free Hanseatic City of Bremen,454
2021-05-02,GM04,Free Hanseatic City of Hamburg,1502
2021-05-02,GM05,Hesse State,6893
2021-05-02,GM06,Lower Saxony State,5323
2021-05-02,GM07,North Rhine-Westphalia State,15575
2021-05-02,GM08,Rhineland-Palatinate State,3561
2021-05-02,GM09,Saarland State,960
2021-05-02,GM10,Schleswig-Holstein State,1512
2021-05-02,GM11,Brandenburg State,3574
2021-05-02,GM12,Mecklenburg-Western Pomerania State,999
2021-05-02,GM13,Free State of Saxony,9116
2021-05-02,GM14,Sachsen-Anhalt State,3096
2021-05-02,GM15,Free State of Thuringia,3845
2021-05-02,GM16,Berlin State,3213
