date,location,location_name,value
2022-07-29,GM,Germany,143855
2022-07-29,GM01,Baden-Württemberg State,16587
2022-07-29,GM02,Free State of Bavaria,24877
2022-07-29,GM03,Free Hanseatic City of Bremen,812
2022-07-29,GM04,Free Hanseatic City of Hamburg,2820
2022-07-29,GM05,Hesse State,10615
2022-07-29,GM06,Lower Saxony State,9984
2022-07-29,GM07,North Rhine-Westphalia State,26348
2022-07-29,GM08,Rhineland-Palatinate State,5914
2022-07-29,GM09,Saarland State,1767
2022-07-29,GM10,Schleswig-Holstein State,2720
2022-07-29,GM11,Brandenburg State,5770
2022-07-29,GM12,Mecklenburg-Western Pomerania State,2328
2022-07-29,GM13,Free State of Saxony,15692
2022-07-29,GM14,Sachsen-Anhalt State,5477
2022-07-29,GM15,Free State of Thuringia,7436
2022-07-29,GM16,Berlin State,4708
