date,location,location_name,value
2022-12-05,GM,Germany,158198
2022-12-05,GM01,Baden-Württemberg State,18252
2022-12-05,GM02,Free State of Bavaria,27149
2022-12-05,GM03,Free Hanseatic City of Bremen,889
2022-12-05,GM04,Free Hanseatic City of Hamburg,3267
2022-12-05,GM05,Hesse State,11712
2022-12-05,GM06,Lower Saxony State,11825
2022-12-05,GM07,North Rhine-Westphalia State,29120
2022-12-05,GM08,Rhineland-Palatinate State,6561
2022-12-05,GM09,Saarland State,1979
2022-12-05,GM10,Schleswig-Holstein State,3159
2022-12-05,GM11,Brandenburg State,6193
2022-12-05,GM12,Mecklenburg-Western Pomerania State,2589
2022-12-05,GM13,Free State of Saxony,16381
2022-12-05,GM14,Sachsen-Anhalt State,6050
2022-12-05,GM15,Free State of Thuringia,7924
2022-12-05,GM16,Berlin State,5148
