date,location,location_name,value
2022-08-11,GM,Germany,145394
2022-08-11,GM01,Baden-Württemberg State,16735
2022-08-11,GM02,Free State of Bavaria,25126
2022-08-11,GM03,Free Hanseatic City of Bremen,817
2022-08-11,GM04,Free Hanseatic City of Hamburg,2881
2022-08-11,GM05,Hesse State,10758
2022-08-11,GM06,Lower Saxony State,10193
2022-08-11,GM07,North Rhine-Westphalia State,26642
2022-08-11,GM08,Rhineland-Palatinate State,5979
2022-08-11,GM09,Saarland State,1794
2022-08-11,GM10,Schleswig-Holstein State,2764
2022-08-11,GM11,Brandenburg State,5803
2022-08-11,GM12,Mecklenburg-Western Pomerania State,2360
2022-08-11,GM13,Free State of Saxony,15771
2022-08-11,GM14,Sachsen-Anhalt State,5558
2022-08-11,GM15,Free State of Thuringia,7484
2022-08-11,GM16,Berlin State,4729
