date,location,location_name,value
2021-04-01,GM,Germany,76543
2021-04-01,GM01,Baden-Württemberg State,8704
2021-04-01,GM02,Free State of Bavaria,13263
2021-04-01,GM03,Free Hanseatic City of Bremen,406
2021-04-01,GM04,Free Hanseatic City of Hamburg,1382
2021-04-01,GM05,Hesse State,6338
2021-04-01,GM06,Lower Saxony State,4880
2021-04-01,GM07,North Rhine-Westphalia State,14230
2021-04-01,GM08,Rhineland-Palatinate State,3328
2021-04-01,GM09,Saarland State,926
2021-04-01,GM10,Schleswig-Holstein State,1436
2021-04-01,GM11,Brandenburg State,3306
2021-04-01,GM12,Mecklenburg-Western Pomerania State,867
2021-04-01,GM13,Free State of Saxony,8373
2021-04-01,GM14,Sachsen-Anhalt State,2713
2021-04-01,GM15,Free State of Thuringia,3337
2021-04-01,GM16,Berlin State,3054
