date,location,location_name,value
2022-02-22,GM,Germany,121603
2022-02-22,GM01,Baden-Württemberg State,14094
2022-02-22,GM02,Free State of Bavaria,21124
2022-02-22,GM03,Free Hanseatic City of Bremen,676
2022-02-22,GM04,Free Hanseatic City of Hamburg,2269
2022-02-22,GM05,Hesse State,9089
2022-02-22,GM06,Lower Saxony State,7363
2022-02-22,GM07,North Rhine-Westphalia State,21951
2022-02-22,GM08,Rhineland-Palatinate State,4940
2022-02-22,GM09,Saarland State,1384
2022-02-22,GM10,Schleswig-Holstein State,2082
2022-02-22,GM11,Brandenburg State,5151
2022-02-22,GM12,Mecklenburg-Western Pomerania State,1733
2022-02-22,GM13,Free State of Saxony,14266
2022-02-22,GM14,Sachsen-Anhalt State,4707
2022-02-22,GM15,Free State of Thuringia,6557
2022-02-22,GM16,Berlin State,4217
