date,location,location_name,value
2022-10-26,GM,Germany,152997
2022-10-26,GM01,Baden-Württemberg State,17635
2022-10-26,GM02,Free State of Bavaria,26369
2022-10-26,GM03,Free Hanseatic City of Bremen,860
2022-10-26,GM04,Free Hanseatic City of Hamburg,3121
2022-10-26,GM05,Hesse State,11349
2022-10-26,GM06,Lower Saxony State,11160
2022-10-26,GM07,North Rhine-Westphalia State,28042
2022-10-26,GM08,Rhineland-Palatinate State,6340
2022-10-26,GM09,Saarland State,1906
2022-10-26,GM10,Schleswig-Holstein State,3001
2022-10-26,GM11,Brandenburg State,6019
2022-10-26,GM12,Mecklenburg-Western Pomerania State,2516
2022-10-26,GM13,Free State of Saxony,16171
2022-10-26,GM14,Sachsen-Anhalt State,5822
2022-10-26,GM15,Free State of Thuringia,7776
2022-10-26,GM16,Berlin State,4910
