date,location,location_name,value
2022-01-10,GM,Germany,114029
2022-01-10,GM01,Baden-Württemberg State,13224
2022-01-10,GM02,Free State of Bavaria,19941
2022-01-10,GM03,Free Hanseatic City of Bremen,613
2022-01-10,GM04,Free Hanseatic City of Hamburg,2030
2022-01-10,GM05,Hesse State,8623
2022-01-10,GM06,Lower Saxony State,6917
2022-01-10,GM07,North Rhine-Westphalia State,20582
2022-01-10,GM08,Rhineland-Palatinate State,4699
2022-01-10,GM09,Saarland State,1263
2022-01-10,GM10,Schleswig-Holstein State,1898
2022-01-10,GM11,Brandenburg State,4799
2022-01-10,GM12,Mecklenburg-Western Pomerania State,1515
2022-01-10,GM13,Free State of Saxony,13415
2022-01-10,GM14,Sachsen-Anhalt State,4395
2022-01-10,GM15,Free State of Thuringia,6077
2022-01-10,GM16,Berlin State,4038
