date,location,location_name,value
2022-11-05,GM,Germany,154535
2022-11-05,GM01,Baden-Württemberg State,17800
2022-11-05,GM02,Free State of Bavaria,26610
2022-11-05,GM03,Free Hanseatic City of Bremen,869
2022-11-05,GM04,Free Hanseatic City of Hamburg,3166
2022-11-05,GM05,Hesse State,11468
2022-11-05,GM06,Lower Saxony State,11371
2022-11-05,GM07,North Rhine-Westphalia State,28329
2022-11-05,GM08,Rhineland-Palatinate State,6402
2022-11-05,GM09,Saarland State,1934
2022-11-05,GM10,Schleswig-Holstein State,3046
2022-11-05,GM11,Brandenburg State,6071
2022-11-05,GM12,Mecklenburg-Western Pomerania State,2535
2022-11-05,GM13,Free State of Saxony,16239
2022-11-05,GM14,Sachsen-Anhalt State,5887
2022-11-05,GM15,Free State of Thuringia,7838
2022-11-05,GM16,Berlin State,4970
