date,location,location_name,value
2021-11-21,GM,Germany,99062
2021-11-21,GM01,Baden-Württemberg State,11454
2021-11-21,GM02,Free State of Bavaria,16940
2021-11-21,GM03,Free Hanseatic City of Bremen,541
2021-11-21,GM04,Free Hanseatic City of Hamburg,1869
2021-11-21,GM05,Hesse State,8042
2021-11-21,GM06,Lower Saxony State,6237
2021-11-21,GM07,North Rhine-Westphalia State,18668
2021-11-21,GM08,Rhineland-Palatinate State,4213
2021-11-21,GM09,Saarland State,1095
2021-11-21,GM10,Schleswig-Holstein State,1772
2021-11-21,GM11,Brandenburg State,4032
2021-11-21,GM12,Mecklenburg-Western Pomerania State,1291
2021-11-21,GM13,Free State of Saxony,10646
2021-11-21,GM14,Sachsen-Anhalt State,3688
2021-11-21,GM15,Free State of Thuringia,4795
2021-11-21,GM16,Berlin State,3779
