date,location,location_name,value
2022-11-03,GM,Germany,154095
2022-11-03,GM01,Baden-Württemberg State,17750
2022-11-03,GM02,Free State of Bavaria,26540
2022-11-03,GM03,Free Hanseatic City of Bremen,866
2022-11-03,GM04,Free Hanseatic City of Hamburg,3151
2022-11-03,GM05,Hesse State,11449
2022-11-03,GM06,Lower Saxony State,11296
2022-11-03,GM07,North Rhine-Westphalia State,28249
2022-11-03,GM08,Rhineland-Palatinate State,6381
2022-11-03,GM09,Saarland State,1930
2022-11-03,GM10,Schleswig-Holstein State,3033
2022-11-03,GM11,Brandenburg State,6058
2022-11-03,GM12,Mecklenburg-Western Pomerania State,2533
2022-11-03,GM13,Free State of Saxony,16227
2022-11-03,GM14,Sachsen-Anhalt State,5857
2022-11-03,GM15,Free State of Thuringia,7815
2022-11-03,GM16,Berlin State,4960
