date,location,location_name,value
2021-07-26,GM,Germany,91527
2021-07-26,GM01,Baden-Württemberg State,10377
2021-07-26,GM02,Free State of Bavaria,15320
2021-07-26,GM03,Free Hanseatic City of Bremen,493
2021-07-26,GM04,Free Hanseatic City of Hamburg,1607
2021-07-26,GM05,Hesse State,7576
2021-07-26,GM06,Lower Saxony State,5808
2021-07-26,GM07,North Rhine-Westphalia State,17274
2021-07-26,GM08,Rhineland-Palatinate State,3904
2021-07-26,GM09,Saarland State,1029
2021-07-26,GM10,Schleswig-Holstein State,1629
2021-07-26,GM11,Brandenburg State,3817
2021-07-26,GM12,Mecklenburg-Western Pomerania State,1176
2021-07-26,GM13,Free State of Saxony,10128
2021-07-26,GM14,Sachsen-Anhalt State,3448
2021-07-26,GM15,Free State of Thuringia,4363
2021-07-26,GM16,Berlin State,3578
