date,location,location_name,value
2021-11-07,GM,Germany,96525
2021-11-07,GM01,Baden-Württemberg State,11097
2021-11-07,GM02,Free State of Bavaria,16252
2021-11-07,GM03,Free Hanseatic City of Bremen,534
2021-11-07,GM04,Free Hanseatic City of Hamburg,1837
2021-11-07,GM05,Hesse State,7903
2021-11-07,GM06,Lower Saxony State,6114
2021-11-07,GM07,North Rhine-Westphalia State,18335
2021-11-07,GM08,Rhineland-Palatinate State,4121
2021-11-07,GM09,Saarland State,1073
2021-11-07,GM10,Schleswig-Holstein State,1738
2021-11-07,GM11,Brandenburg State,3947
2021-11-07,GM12,Mecklenburg-Western Pomerania State,1261
2021-11-07,GM13,Free State of Saxony,10404
2021-11-07,GM14,Sachsen-Anhalt State,3607
2021-11-07,GM15,Free State of Thuringia,4567
2021-11-07,GM16,Berlin State,3735
