date,location,location_name,value
2021-08-28,GM,Germany,92118
2021-08-28,GM01,Baden-Württemberg State,10466
2021-08-28,GM02,Free State of Bavaria,15400
2021-08-28,GM03,Free Hanseatic City of Bremen,498
2021-08-28,GM04,Free Hanseatic City of Hamburg,1642
2021-08-28,GM05,Hesse State,7628
2021-08-28,GM06,Lower Saxony State,5847
2021-08-28,GM07,North Rhine-Westphalia State,17396
2021-08-28,GM08,Rhineland-Palatinate State,3921
2021-08-28,GM09,Saarland State,1031
2021-08-28,GM10,Schleswig-Holstein State,1651
2021-08-28,GM11,Brandenburg State,3822
2021-08-28,GM12,Mecklenburg-Western Pomerania State,1189
2021-08-28,GM13,Free State of Saxony,10165
2021-08-28,GM14,Sachsen-Anhalt State,3475
2021-08-28,GM15,Free State of Thuringia,4395
2021-08-28,GM16,Berlin State,3592
