date,location,location_name,value
2021-09-26,GM,Germany,93393
2021-09-26,GM01,Baden-Württemberg State,10645
2021-09-26,GM02,Free State of Bavaria,15602
2021-09-26,GM03,Free Hanseatic City of Bremen,507
2021-09-26,GM04,Free Hanseatic City of Hamburg,1719
2021-09-26,GM05,Hesse State,7720
2021-09-26,GM06,Lower Saxony State,5938
2021-09-26,GM07,North Rhine-Westphalia State,17744
2021-09-26,GM08,Rhineland-Palatinate State,3977
2021-09-26,GM09,Saarland State,1048
2021-09-26,GM10,Schleswig-Holstein State,1683
2021-09-26,GM11,Brandenburg State,3843
2021-09-26,GM12,Mecklenburg-Western Pomerania State,1199
2021-09-26,GM13,Free State of Saxony,10205
2021-09-26,GM14,Sachsen-Anhalt State,3533
2021-09-26,GM15,Free State of Thuringia,4406
2021-09-26,GM16,Berlin State,3624
