date,location,location_name,value
2021-06-01,GM,Germany,88595
2021-06-01,GM01,Baden-Württemberg State,9969
2021-06-01,GM02,Free State of Bavaria,14953
2021-06-01,GM03,Free Hanseatic City of Bremen,475
2021-06-01,GM04,Free Hanseatic City of Hamburg,1563
2021-06-01,GM05,Hesse State,7343
2021-06-01,GM06,Lower Saxony State,5622
2021-06-01,GM07,North Rhine-Westphalia State,16764
2021-06-01,GM08,Rhineland-Palatinate State,3731
2021-06-01,GM09,Saarland State,1009
2021-06-01,GM10,Schleswig-Holstein State,1595
2021-06-01,GM11,Brandenburg State,3730
2021-06-01,GM12,Mecklenburg-Western Pomerania State,1122
2021-06-01,GM13,Free State of Saxony,9694
2021-06-01,GM14,Sachsen-Anhalt State,3323
2021-06-01,GM15,Free State of Thuringia,4217
2021-06-01,GM16,Berlin State,3485
