date,location,location_name,value
2022-07-27,GM,Germany,143545
2022-07-27,GM01,Baden-Württemberg State,16554
2022-07-27,GM02,Free State of Bavaria,24826
2022-07-27,GM03,Free Hanseatic City of Bremen,809
2022-07-27,GM04,Free Hanseatic City of Hamburg,2809
2022-07-27,GM05,Hesse State,10590
2022-07-27,GM06,Lower Saxony State,9945
2022-07-27,GM07,North Rhine-Westphalia State,26271
2022-07-27,GM08,Rhineland-Palatinate State,5903
2022-07-27,GM09,Saarland State,1766
2022-07-27,GM10,Schleswig-Holstein State,2709
2022-07-27,GM11,Brandenburg State,5763
2022-07-27,GM12,Mecklenburg-Western Pomerania State,2322
2022-07-27,GM13,Free State of Saxony,15674
2022-07-27,GM14,Sachsen-Anhalt State,5472
2022-07-27,GM15,Free State of Thuringia,7433
2022-07-27,GM16,Berlin State,4699
