date,location,location_name,value
2021-05-16,GM,Germany,86096
2021-05-16,GM01,Baden-Württemberg State,9694
2021-05-16,GM02,Free State of Bavaria,14585
2021-05-16,GM03,Free Hanseatic City of Bremen,468
2021-05-16,GM04,Free Hanseatic City of Hamburg,1533
2021-05-16,GM05,Hesse State,7128
2021-05-16,GM06,Lower Saxony State,5473
2021-05-16,GM07,North Rhine-Westphalia State,16235
2021-05-16,GM08,Rhineland-Palatinate State,3642
2021-05-16,GM09,Saarland State,978
2021-05-16,GM10,Schleswig-Holstein State,1564
2021-05-16,GM11,Brandenburg State,3673
2021-05-16,GM12,Mecklenburg-Western Pomerania State,1078
2021-05-16,GM13,Free State of Saxony,9374
2021-05-16,GM14,Sachsen-Anhalt State,3217
2021-05-16,GM15,Free State of Thuringia,4055
2021-05-16,GM16,Berlin State,3399
