date,location,location_name,value
2021-09-04,GM,Germany,92325
2021-09-04,GM01,Baden-Württemberg State,10495
2021-09-04,GM02,Free State of Bavaria,15432
2021-09-04,GM03,Free Hanseatic City of Bremen,498
2021-09-04,GM04,Free Hanseatic City of Hamburg,1649
2021-09-04,GM05,Hesse State,7639
2021-09-04,GM06,Lower Saxony State,5858
2021-09-04,GM07,North Rhine-Westphalia State,17457
2021-09-04,GM08,Rhineland-Palatinate State,3931
2021-09-04,GM09,Saarland State,1035
2021-09-04,GM10,Schleswig-Holstein State,1656
2021-09-04,GM11,Brandenburg State,3827
2021-09-04,GM12,Mecklenburg-Western Pomerania State,1193
2021-09-04,GM13,Free State of Saxony,10170
2021-09-04,GM14,Sachsen-Anhalt State,3492
2021-09-04,GM15,Free State of Thuringia,4397
2021-09-04,GM16,Berlin State,3596
