date,location,location_name,value
2021-08-22,GM,Germany,91976
2021-08-22,GM01,Baden-Württemberg State,10443
2021-08-22,GM02,Free State of Bavaria,15388
2021-08-22,GM03,Free Hanseatic City of Bremen,496
2021-08-22,GM04,Free Hanseatic City of Hamburg,1636
2021-08-22,GM05,Hesse State,7615
2021-08-22,GM06,Lower Saxony State,5834
2021-08-22,GM07,North Rhine-Westphalia State,17359
2021-08-22,GM08,Rhineland-Palatinate State,3919
2021-08-22,GM09,Saarland State,1030
2021-08-22,GM10,Schleswig-Holstein State,1643
2021-08-22,GM11,Brandenburg State,3818
2021-08-22,GM12,Mecklenburg-Western Pomerania State,1186
2021-08-22,GM13,Free State of Saxony,10158
2021-08-22,GM14,Sachsen-Anhalt State,3472
2021-08-22,GM15,Free State of Thuringia,4392
2021-08-22,GM16,Berlin State,3587
