date,location,location_name,value
2022-03-14,GM,Germany,125590
2022-03-14,GM01,Baden-Württemberg State,14652
2022-03-14,GM02,Free State of Bavaria,21888
2022-03-14,GM03,Free Hanseatic City of Bremen,694
2022-03-14,GM04,Free Hanseatic City of Hamburg,2341
2022-03-14,GM05,Hesse State,9364
2022-03-14,GM06,Lower Saxony State,7688
2022-03-14,GM07,North Rhine-Westphalia State,22798
2022-03-14,GM08,Rhineland-Palatinate State,5103
2022-03-14,GM09,Saarland State,1439
2022-03-14,GM10,Schleswig-Holstein State,2187
2022-03-14,GM11,Brandenburg State,5293
2022-03-14,GM12,Mecklenburg-Western Pomerania State,1857
2022-03-14,GM13,Free State of Saxony,14444
2022-03-14,GM14,Sachsen-Anhalt State,4859
2022-03-14,GM15,Free State of Thuringia,6686
2022-03-14,GM16,Berlin State,4297
