date,location,location_name,value
2022-01-05,GM,Germany,112925
2022-01-05,GM01,Baden-Württemberg State,13115
2022-01-05,GM02,Free State of Bavaria,19828
2022-01-05,GM03,Free Hanseatic City of Bremen,612
2022-01-05,GM04,Free Hanseatic City of Hamburg,2004
2022-01-05,GM05,Hesse State,8589
2022-01-05,GM06,Lower Saxony State,6865
2022-01-05,GM07,North Rhine-Westphalia State,20454
2022-01-05,GM08,Rhineland-Palatinate State,4671
2022-01-05,GM09,Saarland State,1256
2022-01-05,GM10,Schleswig-Holstein State,1892
2022-01-05,GM11,Brandenburg State,4738
2022-01-05,GM12,Mecklenburg-Western Pomerania State,1494
2022-01-05,GM13,Free State of Saxony,13109
2022-01-05,GM14,Sachsen-Anhalt State,4304
2022-01-05,GM15,Free State of Thuringia,5969
2022-01-05,GM16,Berlin State,4025
