date,location,location_name,value
2021-05-28,GM,Germany,88187
2021-05-28,GM01,Baden-Württemberg State,9915
2021-05-28,GM02,Free State of Bavaria,14918
2021-05-28,GM03,Free Hanseatic City of Bremen,473
2021-05-28,GM04,Free Hanseatic City of Hamburg,1557
2021-05-28,GM05,Hesse State,7305
2021-05-28,GM06,Lower Saxony State,5598
2021-05-28,GM07,North Rhine-Westphalia State,16684
2021-05-28,GM08,Rhineland-Palatinate State,3719
2021-05-28,GM09,Saarland State,1005
2021-05-28,GM10,Schleswig-Holstein State,1586
2021-05-28,GM11,Brandenburg State,3720
2021-05-28,GM12,Mecklenburg-Western Pomerania State,1120
2021-05-28,GM13,Free State of Saxony,9625
2021-05-28,GM14,Sachsen-Anhalt State,3308
2021-05-28,GM15,Free State of Thuringia,4189
2021-05-28,GM16,Berlin State,3465
