date,location,location_name,value
2022-07-12,GM,Germany,142035
2022-07-12,GM01,Baden-Württemberg State,16419
2022-07-12,GM02,Free State of Bavaria,24580
2022-07-12,GM03,Free Hanseatic City of Bremen,799
2022-07-12,GM04,Free Hanseatic City of Hamburg,2752
2022-07-12,GM05,Hesse State,10490
2022-07-12,GM06,Lower Saxony State,9783
2022-07-12,GM07,North Rhine-Westphalia State,25904
2022-07-12,GM08,Rhineland-Palatinate State,5812
2022-07-12,GM09,Saarland State,1736
2022-07-12,GM10,Schleswig-Holstein State,2644
2022-07-12,GM11,Brandenburg State,5730
2022-07-12,GM12,Mecklenburg-Western Pomerania State,2277
2022-07-12,GM13,Free State of Saxony,15631
2022-07-12,GM14,Sachsen-Anhalt State,5428
2022-07-12,GM15,Free State of Thuringia,7385
2022-07-12,GM16,Berlin State,4665
