date,location,location_name,value
2021-06-20,GM,Germany,90385
2021-06-20,GM01,Baden-Württemberg State,10159
2021-06-20,GM02,Free State of Bavaria,15186
2021-06-20,GM03,Free Hanseatic City of Bremen,483
2021-06-20,GM04,Free Hanseatic City of Hamburg,1587
2021-06-20,GM05,Hesse State,7468
2021-06-20,GM06,Lower Saxony State,5727
2021-06-20,GM07,North Rhine-Westphalia State,17044
2021-06-20,GM08,Rhineland-Palatinate State,3869
2021-06-20,GM09,Saarland State,1019
2021-06-20,GM10,Schleswig-Holstein State,1619
2021-06-20,GM11,Brandenburg State,3787
2021-06-20,GM12,Mecklenburg-Western Pomerania State,1148
2021-06-20,GM13,Free State of Saxony,10018
2021-06-20,GM14,Sachsen-Anhalt State,3414
2021-06-20,GM15,Free State of Thuringia,4312
2021-06-20,GM16,Berlin State,3545
