date,location,location_name,value
2021-05-30,GM,Germany,88406
2021-05-30,GM01,Baden-Württemberg State,9940
2021-05-30,GM02,Free State of Bavaria,14939
2021-05-30,GM03,Free Hanseatic City of Bremen,473
2021-05-30,GM04,Free Hanseatic City of Hamburg,1563
2021-05-30,GM05,Hesse State,7325
2021-05-30,GM06,Lower Saxony State,5608
2021-05-30,GM07,North Rhine-Westphalia State,16717
2021-05-30,GM08,Rhineland-Palatinate State,3724
2021-05-30,GM09,Saarland State,1006
2021-05-30,GM10,Schleswig-Holstein State,1593
2021-05-30,GM11,Brandenburg State,3727
2021-05-30,GM12,Mecklenburg-Western Pomerania State,1120
2021-05-30,GM13,Free State of Saxony,9675
2021-05-30,GM14,Sachsen-Anhalt State,3313
2021-05-30,GM15,Free State of Thuringia,4202
2021-05-30,GM16,Berlin State,3481
