date,location,location_name,value
2022-01-16,GM,Germany,115619
2022-01-16,GM01,Baden-Württemberg State,13424
2022-01-16,GM02,Free State of Bavaria,20170
2022-01-16,GM03,Free Hanseatic City of Bremen,620
2022-01-16,GM04,Free Hanseatic City of Hamburg,2049
2022-01-16,GM05,Hesse State,8668
2022-01-16,GM06,Lower Saxony State,6994
2022-01-16,GM07,North Rhine-Westphalia State,20745
2022-01-16,GM08,Rhineland-Palatinate State,4734
2022-01-16,GM09,Saarland State,1299
2022-01-16,GM10,Schleswig-Holstein State,1915
2022-01-16,GM11,Brandenburg State,4874
2022-01-16,GM12,Mecklenburg-Western Pomerania State,1570
2022-01-16,GM13,Free State of Saxony,13770
2022-01-16,GM14,Sachsen-Anhalt State,4468
2022-01-16,GM15,Free State of Thuringia,6252
2022-01-16,GM16,Berlin State,4067
