date,location,location_name,value
2021-12-05,GM,Germany,103040
2021-12-05,GM01,Baden-Württemberg State,11952
2021-12-05,GM02,Free State of Bavaria,17929
2021-12-05,GM03,Free Hanseatic City of Bremen,555
2021-12-05,GM04,Free Hanseatic City of Hamburg,1903
2021-12-05,GM05,Hesse State,8211
2021-12-05,GM06,Lower Saxony State,6431
2021-12-05,GM07,North Rhine-Westphalia State,19193
2021-12-05,GM08,Rhineland-Palatinate State,4321
2021-12-05,GM09,Saarland State,1125
2021-12-05,GM10,Schleswig-Holstein State,1807
2021-12-05,GM11,Brandenburg State,4202
2021-12-05,GM12,Mecklenburg-Western Pomerania State,1349
2021-12-05,GM13,Free State of Saxony,11227
2021-12-05,GM14,Sachsen-Anhalt State,3844
2021-12-05,GM15,Free State of Thuringia,5136
2021-12-05,GM16,Berlin State,3855
