date,location,location_name,value
2022-09-25,GM,Germany,149458
2022-09-25,GM01,Baden-Württemberg State,17249
2022-09-25,GM02,Free State of Bavaria,25778
2022-09-25,GM03,Free Hanseatic City of Bremen,836
2022-09-25,GM04,Free Hanseatic City of Hamburg,3055
2022-09-25,GM05,Hesse State,11061
2022-09-25,GM06,Lower Saxony State,10751
2022-09-25,GM07,North Rhine-Westphalia State,27359
2022-09-25,GM08,Rhineland-Palatinate State,6160
2022-09-25,GM09,Saarland State,1848
2022-09-25,GM10,Schleswig-Holstein State,2870
2022-09-25,GM11,Brandenburg State,5901
2022-09-25,GM12,Mecklenburg-Western Pomerania State,2454
2022-09-25,GM13,Free State of Saxony,16010
2022-09-25,GM14,Sachsen-Anhalt State,5703
2022-09-25,GM15,Free State of Thuringia,7616
2022-09-25,GM16,Berlin State,4807
