date,location,location_name,value
2022-02-13,GM,Germany,119935
2022-02-13,GM01,Baden-Württemberg State,13901
2022-02-13,GM02,Free State of Bavaria,20846
2022-02-13,GM03,Free Hanseatic City of Bremen,664
2022-02-13,GM04,Free Hanseatic City of Hamburg,2210
2022-02-13,GM05,Hesse State,8977
2022-02-13,GM06,Lower Saxony State,7225
2022-02-13,GM07,North Rhine-Westphalia State,21522
2022-02-13,GM08,Rhineland-Palatinate State,4868
2022-02-13,GM09,Saarland State,1352
2022-02-13,GM10,Schleswig-Holstein State,2043
2022-02-13,GM11,Brandenburg State,5080
2022-02-13,GM12,Mecklenburg-Western Pomerania State,1690
2022-02-13,GM13,Free State of Saxony,14223
2022-02-13,GM14,Sachsen-Anhalt State,4671
2022-02-13,GM15,Free State of Thuringia,6496
2022-02-13,GM16,Berlin State,4167
