date,location,location_name,value
2022-07-19,GM,Germany,142635
2022-07-19,GM01,Baden-Württemberg State,16472
2022-07-19,GM02,Free State of Bavaria,24650
2022-07-19,GM03,Free Hanseatic City of Bremen,802
2022-07-19,GM04,Free Hanseatic City of Hamburg,2766
2022-07-19,GM05,Hesse State,10537
2022-07-19,GM06,Lower Saxony State,9860
2022-07-19,GM07,North Rhine-Westphalia State,26064
2022-07-19,GM08,Rhineland-Palatinate State,5852
2022-07-19,GM09,Saarland State,1745
2022-07-19,GM10,Schleswig-Holstein State,2674
2022-07-19,GM11,Brandenburg State,5742
2022-07-19,GM12,Mecklenburg-Western Pomerania State,2287
2022-07-19,GM13,Free State of Saxony,15654
2022-07-19,GM14,Sachsen-Anhalt State,5444
2022-07-19,GM15,Free State of Thuringia,7407
2022-07-19,GM16,Berlin State,4679
