date,location,location_name,value
2021-06-29,GM,Germany,90819
2021-06-29,GM01,Baden-Württemberg State,10235
2021-06-29,GM02,Free State of Bavaria,15249
2021-06-29,GM03,Free Hanseatic City of Bremen,484
2021-06-29,GM04,Free Hanseatic City of Hamburg,1590
2021-06-29,GM05,Hesse State,7512
2021-06-29,GM06,Lower Saxony State,5759
2021-06-29,GM07,North Rhine-Westphalia State,17123
2021-06-29,GM08,Rhineland-Palatinate State,3889
2021-06-29,GM09,Saarland State,1019
2021-06-29,GM10,Schleswig-Holstein State,1621
2021-06-29,GM11,Brandenburg State,3800
2021-06-29,GM12,Mecklenburg-Western Pomerania State,1152
2021-06-29,GM13,Free State of Saxony,10070
2021-06-29,GM14,Sachsen-Anhalt State,3426
2021-06-29,GM15,Free State of Thuringia,4333
2021-06-29,GM16,Berlin State,3557
